"i","l","g","c","o"
"F-2722","51.9646995","6.2937736","Doetinchem","Nizozemsko"
"F-2725","48.17533","14.52485","Sankt Valentin","Rakousko"
"F-2726","49.2090236","19.2953678","Dolný Kubín","Slovensko"
"F-2728","50.5589802","8.5081646","Wetzlar","Německo"
"F-2729","56.54694","8.30277","Lemvig","Dánsko"
"F-2730","48.8408515","12.9574787","Deggendorf","Německo"
"F-2731","51.578829","-3.218134","Caerphilly","Velká Británie"
"F-2733","49.8817161","12.3303441","Tirschenreuth","Německo"
"F-2735","49.2628203","12.7631151","Weiding","Německo"
"F-2736","46.8992741","7.5453648","Rubigen","Švýcarsko"
"F-2738","47.49995","8.7375646","Winterthur","Švýcarsko"
"F-2739","36.3219088","139.0032936","Takasaki","Japonsko"
"F-2740","49.0145423","12.1008559","Regensburg","Německo"
"F-2741","45.833619","1.261105","Limoges","Francie"
"F-2742","50.6325574","5.5796662","Liege","Belgie"
"F-2743","33.5206608","-86.80249","Birmingham","Spojené státy americké"
"F-2745","49.5114532","12.5473666","Schönsee","Německo"
"F-2746","47.0218071","7.2722348","Radelfingen","Švýcarsko"
"F-2748","49.3661789","19.41069","Lokca","Slovensko"
"F-2749","46.8796457","7.6211493","Konolfingen","Švýcarsko"
"F-2751","50.6777242","19.2149093","Poraj","Polsko"
"F-2753","52.8577076","6.2960104","Westerveld","Nizozemsko"
"F-2754","47.36081","9.68671","Hohenems","Rakousko"
"F-2755","47.470517","21.4904329","Ebes","Maďarsko"
"F-2757","48.5758623","19.1256291","Zvolen","Slovensko"
"F-2758","48.72837","13.60219","Waldkirchen","Německo"
"F-2759","53.09999999999999","30.049999999999955","Rogachev","Bělorusko"
"F-2760","48.24126","14.51419","Mauthausen","Rakousko"
"F-2761","43.685975","11.254211","Impruneta","Itálie"
"F-2762","55.342796","26.1647776","Ignalina","Litva"
"F-2763","48.7975902","13.6535125","Grainet","Německo"
"F-2764","44.172161","11.9478983","Castrocaro terme e Terra del Sole","Itálie"
"F-2766","49.141722","20.218722","Vysoké Tatry","Slovensko"
"F-2767","52.22908","17.27607","Šróda","Polsko"
"F-2768","51.4388605","14.2536419","Hoyerswerda","Německo"
"F-2770","50.6787","18.21379","Ozimek","Polsko"
"F-2771","50.3498805","18.2261844","Kedzierzyn-Kozle","Polsko"
"F-2772","48.922633","24.711117","Ivano-Frankivsk","Ukrajina"
"F-2774","51.728281","5.877145","Cuijk","Nizozemsko"
"F-2775","49.2946849","21.2764409","Bardějov","Slovensko"
"F-2777","45.88943","10.7292209","Valle di Ledro","Itálie"
"F-2778","52.645505","5.057526","Hoorn","Nizozemsko"
"F-2779","50.9128283","13.341727","Freiberg","Německo"
"F-2780","55.1333333","37.4666667","Čechov","Rusko"
"F-2781","49.9916399","4.101883","Anor","Francie"
"F-2782","48.2246432","12.6767839","Altötting","Německo"
"F-2784","48.6171747","19.1383558","Sliač","Slovensko"
"F-2785","51.7521696","5.8962161","Mook en Middelaar","Nizozemsko"
"F-2787","48.4239696","21.9782824","Královský Chlmec","Slovensko"
"F-2788","52.0816122","16.6385474","Koscian","Polsko"
"F-2789","55.9166667","36.8666667","Istra","Rusko"
"F-2790","50.0172906","8.7869609","Dietzenbach","Německo"
"F-2792","49.0045931","8.5277146","Pfinztal","Německo"
"F-2793","50.6585555","12.2077126","Greiz","Německo"
"F-2795","50.95167","15.92209","Wojcieszow","Polsko"
"F-2797","57.6274369","25.6837093","Strenči","Lotyšsko"
"F-2798","45.5705109","9.0288777","Lainate","Itálie"
"F-2800","45.6767619","0.219218","Ruelle sur Touvre","Francie"
"F-2801","51.8322023","12.1833351","Dessau-Rosslau","Německo"
"F-2803","48.7294246","17.4463955","Podbranč","Slovensko"
"F-2804","47.3609169","18.9879806","Halásztelek","Maďarsko"
"F-2805","46.0770529","9.3057865","Dervio","Itálie"
"F-2807","52.0887","17.01506","Śrem","Polsko"
"F-2808","47.011113","16.6057156","Körmend","Maďarsko"
"F-2809","52.8092281","9.9641638","Bergen","Německo"
"F-2811","51.5111872","16.2634363","Rudna","Polsko"
"F-2813","50.5019846","9.1234184","Schotten","Německo"
"F-2814","48.9116025","20.8741342","Krompachy","Slovensko"
"F-2816","51.361047","1.024256","Whitstable","Velká Británie"
"F-2817","57.65","12.016667","Mölndal","Švédsko"
"F-2818","53.2847817","11.5623567","Grabow","Německo"
"F-2819","49.353976","0.075122","Daiville","Francie"
"F-2820","51.8482714","6.8594477","Borken","Německo"
"F-2821","55.659616","12.357064","Albertslund","Dánsko"
"F-2823","49.027441","2.223507","Taverny","Francie"
"F-2825","46.752","7.57258","Thierachern","Švýcarsko"
"F-2827","48.7441905","18.3378413","Uhrovec","Slovensko"
"F-2828","48.991887","18.1011014","Horné Srnie","Slovensko"
"F-2830","50.3045979","19.3880198","Slawków","Polsko"
"F-2831","48.66607","15.65716","Horn","Rakousko"
"F-2832","48.0850099","6.047253","Darney","Francie"
"F-2833","52.0787082","5.3148079","Austerlitz","Nizozemsko"
"F-2835","49.0018008","22.2291071","Stakčín","Slovensko"
"F-2836","48.91517","15.32198","Dobersberg","Rakousko"
"F-2838","49.1028212","21.097855","Mesto Sabinov","Slovensko"
"F-2840","49.3198883","12.1091352","Schwandorf","Německo"
"F-2841","50.6492736","11.3661502","Saalfeld","Německo"
"F-2843","47.1806632","7.3689051","Lengnau","Švýcarsko"
"F-2844","53.716157","-1.85846","Calderdale","Velká Británie"
"F-2845","50.8083578","10.2348249","Bad Salzungen","Německo"
"F-2847","48.8460561","17.2278639","Skalica","Slovensko"
"F-2848","38.8335874","20.7073527","Lefkada","Řecko"
"F-2850","49.6215915","12.3413835","Vohenstraus","Německo"
"F-2851","46.721247","-0.588834","Moncoutant","Francie"
"F-2852","43.8448675","13.0168824","Fano","Itálie"
"F-2853","49.0670187","10.3259395","Dinkelsbühl","Německo"
"F-2855","49.1166864","19.036836","Turany","Slovensko"
"F-2858","48.86492","15.0122","Brand-Nagelberg","Rakousko"
"F-2861","49.176803","12.8517439","Stadt Bad Kötzting","Německo"
"F-2862","49.0758074","12.1988658","Gemeinde Wenzenbach","Německo"
"F-2863","46.7733151","7.5741788","Gemeinde Uetendorf","Švýcarsko"
"F-2866","51.294469","22.147076","Wawolnica","Polsko"
"F-2867","46.1113296","12.899138","Spilimbergo","Itálie"
"F-2869","48.5882665","18.8493777","Žiar nad Hronom","Slovensko"
"F-2871","48.7729271","18.6221523","Prievidza","Slovensko"
"F-2872","55.4833333","28.8","Polotsk","Bělorusko"
"F-2874","52.1416553","5.0456679","Maarsen","Nizozemsko"
"F-2875","47.96312","16.40237","Ebreichsdorf","Rakousko"
"F-2876","50.8701345","9.7019675","Bad Hersfeld","Německo"
"F-2878","48.16542","14.03664","Wels","Rakousko"
"F-2879","46.1655408","14.3066077","Škofja Loka","Slovinsko"
"F-2880","37.8771476","-122.1796888","Orinda","Spojené státy americké"
"F-2881","47.9860672","18.1640649","Nové Zámky","Slovensko"
"F-2882","47.6779496","9.1732384","Kostnice","Německo"
"F-2883","47.09534","5.49081","Dole","Francie"
"F-2885","50.8586311","11.7301446","Statroda","Německo"
"F-2886","49.8096722","12.4377581","Barnau","Německo"
"F-2888","51.3829525","14.2420859","Wittichenau","Německo"
"F-2889","51.0126464","15.510661","Lubomerz","Polsko"
"F-2890","50.7506214","8.0814499","Burbach","Německo"
"F-2892","48.8152288","15.2868771","Waidhofen an der Thaya","Rakousko"
"F-2893","48.1514404","17.8757207","Šala","Slovensko"
"F-2895","51.35412","19.88512","Sulejow","Polsko"
"F-2896","48.2861682","17.7337667","Sereď","Slovensko"
"F-2897","48.6125537","21.0008755","Moldava nad Bodvou","Slovensko"
"F-2899","49.7915953","9.9535715","Würzburg","Německo"
"F-2902","50.7812167","17.0646124","Strzelin","Polsko"
"F-2904","48.6765247","17.3639576","Senica","Slovensko"
"F-2906","51.2761574","9.5463023","Lohfelden","Německo"
"F-2908","51.2781356","17.9890591","Kepno","Polsko"
"F-2910","50.7852076","16.0237177","Kamienna Góra","Polsko"
"F-2912","51.3006128","13.1059825","Oschatz","Německo"
"F-2913","48.0188","15.5977","Lilienfeld","Rakousko"
"F-2914","48.9338752","21.9107213","Humenné","Slovensko"
"F-2916","55.4982318","25.5967063","Utena","Litva"
"F-2917","48.79368","15.06616","Schrems","Rakousko"
"F-2918","46.6859853","7.8673189","Interlaken","Švýcarsko"
"F-2919","55.8604812","9.84069","Horsens","Dánsko"
"F-2921","50.50505","16.74043","Gmina Bardo","Polsko"
"F-2923","48.7471525","19.6560117","Čierny Balog","Slovensko"
"F-2925","50.3279651","7.2272626","Mayen","Německo"
"F-2926","49.6824761","21.7660531","Krosno","Polsko"
"F-2929","48.7574636","17.8311926","Nové Mesto nad Váhom","Slovensko"
"F-2930","52.29839","5.159079","Naarden","Nizozemsko"
"F-2932","48.9332226","18.1179424","Trenčanská Teplá","Slovensko"
"F-2934","41.5262777","13.1561111","Roccagorga","Itálie"
"F-2935","50.1425364","19.1310538","Ledziny","Polsko"
"F-2936","48.6305118","20.2355264","Jelšava","Slovensko"
"F-2938","50.84956","15.59851","Piechwice","Polsko"
"F-2939","47.25779","7.66474","Oberbip","Švýcarsko"
"F-2941","48.9925391","20.2426334","Spišské Bystré","Slovensko"
"F-2943","43.0265081","25.1036402","Sevlievo","Bulharsko"
"F-2944","49.4379367","18.7897011","Čadca","Slovensko"
"F-2945","43.888908","20.35038","Čačak","Srbsko"
"F-2946","52.2737893","5.1663871","Bussum","Nizozemsko"
"F-2947","42.2880556","18.8425","Budva","Černá Hora"
"F-2949","50.9352877","14.6074418","Seifhennersdorf","Německo"
"F-2950","51.0962292","14.6701781","Löbau","Německo"
"F-2951","50.8937654","14.6629689","Grossschönau","Německo"
"F-2953","45.2829814","9.2975185","Torrevecchia Pia","Itálie"
"F-2954","49.0273699","21.5036663","Hanušovice nad Ťoplou","Slovensko"
"F-2956","54.20801","19.11753","Nowy Dwór Gdański","Polsko"
"F-2958","60.5099434","14.2253417","Vansbro","Švédsko"
"F-2959","42.949505","13.878117","San Benedetto del Tronto","Itálie"
"F-2960","44.647115","10.9251857","Modena","Itálie"
"F-2962","43.1845583","16.6011191","Stari Grad","Chorvatsko"
"F-2963","46.1552257","14.9986159","Kotrëdež","Slovinsko"
"F-2964","51.768921","10.80635","Elbingerode","Německo"
"F-2966","52.8493847","17.719477","Žnin","Polsko"
"F-2967","48.4363404","17.0182641","Malacky","Slovensko"
"F-2968","44.5114074","11.131574","Crespellano","Itálie"
"F-2970","48.8081367","13.5484264","Freyung","Německo"
"F-2972","48.6213421","17.7236942","Vrbové","Slovensko"
"F-2973","50.56501","18.88256","Kalety","Polsko"
"F-2977","48.34642","14.50994","Wartberg ob der Aist","Rakousko"
"F-2978","52.65088","16.07973","Sieraków nad Warta","Polsko"
"F-2979","49.2611579","19.35789","Oravský Podzámok","Slovensko"
"F-2980","47.501673","18.0269161","Kisbér","Maďarsko"
"F-2982","48.5690117","13.086888","Aidenbach","Německo"
"F-2984","49.366289","0.082808","Trouville sur Mer","Francie"
"F-2985","50.79171","15.83665","Kowary","Polsko"
"F-2986","51.2537283","9.4146","Baunatal","Německo"
"F-2988","43.2041031","17.3706578","Vrgorac","Chorvatsko"
"F-2989","48.9097495","18.1678255","Trenčianaské Teplice","Slovensko"
"F-2990","49.3022127","20.6905301","Stará Lubovňa","Slovensko"
"F-2991","48.08255","16.2869","Mödling","Rakousko"
"F-2992","50.3483816","18.9157175","Bytom","Polsko"
"F-2994","53.1460852","14.8924044","Pyrzyce","Polsko"
"F-2995","51.2774069","8.8709876","Korbach","Německo"
"F-2997","45.8334097","17.3837765","Virovitica","Chorvatsko"
"F-2998","48.7559954","21.9148577","Michalovce","Slovensko"
"F-2999","50.01612","22.67775","Jaroslaw","Polsko"
"F-3000","51.1229322","13.1167196","Doebeln","Německo"
"F-3002","48.50217","14.50201","Freistadt","Rakousko"
"F-3003","48.52272","14.29255","Bad Leonfelden","Rakousko"
"F-3005","49.6640025","10.0709014","Ochsenfurt","Německo"
"F-3006","48.7273912","18.7601382","Handlová","Slovensko"
"F-3010","54.07657","21.37504","Ketrzyn","Polsko"
"F-3012","48.8939462","18.0378496","Trenčín","Slovensko"
"F-3013","45.5358577","9.2388895","Sesto san Giovanni","Itálie"
"F-3014","45.044236","5.052735","Romans sur Isére","Francie"
"F-3015","50.8575662","12.7537198","Limbach Oberfrohna","Německo"
"F-3016","50.92019","3.214185","Izegem","Belgie"
"F-3017","50.2974884","18.9545728","Chorzów","Polsko"
"F-3018","53.2193835","6.5665018","Groningen","Nizozemsko"
"F-3019","50.9931202","12.4366572","Altenburg","Německo"
"F-3021","46.0486234","11.138924","Trento - Villazzzano","Itálie"
"F-3022","46.0670555","11.155","Trento -  Povo","Itálie"
"F-3023","51.557934","12.991583","Torgau","Německo"
"F-3024","50.9604662","16.3510375","Strzegom","Polsko"
"F-3025","48.75838","15.95505","Retz","Rakousko"
"F-3026","43.774638","11.440445","Pontassieve","Itálie"
"F-3027","52.3422025","5.6367423","Harderwijk","Nizozemsko"
"F-3028","48.1582936","17.1633484","Bratislava-Ružinov","Slovensko"
"F-3030","47.092967","17.913785","Vezsprém","Maďarsko"
"F-3031","51.5189796","13.996908","Senftenberg","Německo"
"F-3032","48.45221","15.54413","Senftenberg","Rakousko"
"F-3033","48.63264","2.312884","Saint Michel sur Orge","Francie"
"F-3034","45.5060682","-91.738225","Rice Lake","Spojené státy americké"
"F-3035","49.2940323","6.8931557","Püttlingen","Německo"
"F-3036","51.80344","15.71707","Nowa Sól","Polsko"
"F-3037","37.4410476","140.4925685","Miharu","Japonsko"
"F-3038","41.9754435","14.6628039","Fresagrandinaria","Itálie"
"F-3040","46.2519829","15.1649898","Žalec","Slovinsko"
"F-3041","50.6712877","12.9492562","Thum","Německo"
"F-3042","50.85","2.7166667","Poperinge","Belgie"
"F-3043","50.98411","23.17194","Krasnystaw","Polsko"
"F-3045","50.895434","12.3550615","Schmölln","Německo"
"F-3046","50.7367","3.73852","Flobecq","Belgie"
"F-3047","44.232967","4.933384","Cairanne","Francie"
"F-3049","48.5472222","22.9861111","Svaljava","Ukrajina"
"F-3050","48.64384","16.72141","Grosskrut","Rakousko"
"F-3051","48.7164972","17.1215546","Gbely","Slovensko"
"F-3053","52.076505","21.9310508","Debowiec","Polsko"
"F-3055","50.799108","13.1652132","Leubzdorf","Německo"
"F-3057","48.6969387","18.5956301","Lehota pod Vtáčnikom","Slovensko"
"F-3059","52.1088445","16.7015677","Stare Oborzyska, Gmina Koscian","Polsko"
"F-3061","48.8025907","17.8580768","Trenčianské Bohuslavice","Slovensko"
"F-3063","50.0763192","12.1265956","Markt Thiersheim","Německo"
"F-3065","46.8141","7.51152","Muhleturnen","Švýcarsko"
"F-3066","44.8850185","11.9778148","Jolanda di Savoia","Itálie"
"F-3068","48.7734213","17.2766969","Radošovce","Slovensko"
"F-3070","51.1336653","16.4118853","Wielke Janowice","Polsko"
"F-3072","48.8113","9.1588","Stuttgart-Feuerbach","Německo"
"F-3074","48.2386821","17.0348442","Záhorská Bystrica","Slovensko"
"F-3076","49.3346449","18.868144","LODNO","Slovensko"
"F-3078","50.5829349","11.9973162","Pausa","Německo"
"F-3080","48.47413","16.41645","Grossrussbach","Rakousko"
"F-3082","48.863302","18.0855723","Soblahov","Slovensko"
"F-3083","49.2571999","18.6562954","Horný Hričov","Slovensko"
"F-3085","48.21014","13.35859","Kirchheim im Innkreis","Rakousko"
"F-3086","58.1486756","24.9553321","Kilingi Nömme","Estonsko"
"F-3088","45.8964093","18.3902802","Palkonya","Maďarsko"
"F-3089","39.2098543","20.1581282","Paxos","Řecko"
"F-3090","43.4714074","11.6867222","Pergine Valdarno","Itálie"
"F-3091","43.4114574","-4.799866","Porrua","Španělsko"
"F-3092","51.962908","10.9556219","Schachdorf Ströbeck - Halberstadt","Německo"
"F-3093","55.320805","10.204504","Tommerup","Dánsko"
"F-3094","52.493681","4.597648","Wijk aan Zee","Nizozemsko"
"F-3096","44.9478451","21.3716513","Češko Selo","Srbsko"
"F-3097","44.9267","21.4725","Kruščica","Srbsko"
"F-3098","48.9622318","20.4722853","Spišské Tomášovce","Slovensko"
"F-3100","50.5963532","17.3823919","Gminy Skoroszyce","Polsko"
"F-3102","50.7758815","15.7555976","Karpacz","Polsko"
"F-3103","52.4574597","9.3944824","Grossenheidorn","Německo"
"F-3105","46.81939","7.54802","Kirchdorf","Švýcarsko"
"F-3107","50.341795","17.6925164","Olzsanka","Polsko"
"F-3109","49.8074548","18.6523444","Hažlach","Polsko"
"F-3111","50.8961761","14.8451047","Sieniawka","Polsko"
"F-3115","49.320804","19.6070432","Zábiedovo","Slovensko"
"F-3117","45.8956895","10.7178887","Comuni di Ledro","Itálie"
"F-3119","45.8436111","11.0101666","Rovereto, Marco","Itálie"
"F-3121","46.401343","-0.249778","Azay-Le-Brulé","Francie"
"F-3122","43.6409629","11.9859629","Caprese Michelangelo","Itálie"
"F-3124","48.3095222","17.2875633","Vinosady","Slovensko"
"F-3128","48.191062","17.3619336","Nová Dědina","Slovensko"
"F-3130","48.7317846","18.6212102","Sebedražie","Slovensko"
"F-3132","49.2000272","18.8693474","Varín","Slovensko"
"F-3134","48.637315","12.927712","Eichendorf - Reichstorf","Německo"
"F-3136","48.7559954","21.9148577","Mikroregion Michalovce","Slovensko"
"F-3138","50.7398253","18.0775901","Gmina Turawa","Polsko"
"F-3140","48.9467431","21.4249642","Zlatá Baňa","Slovensko"
"F-3142","49.1759826","18.258835","Mestečko","Slovensko"
"F-3144","51.02545","15.06215","Město Zawidów","Polsko"
"F-3146","50.944347","13.7589163","Kreischa","Německo"
"F-3148","49.0609548","19.3853421","Liptovské Sliače","Slovensko"
"F-3150","49.8096722","12.4377581","Bärnau","Německo"
"F-3151","49.4433252","12.2735328","Guteneck","Německo"
"F-3153","51.2070067","16.1553231","Leknica","Polsko"
"F-3155","50.5211075","16.4955167","Scienawka Sriedna","Polsko"
"F-3157","48.9984281","18.8815648","Príbovce","Slovensko"
"F-3159","50.8400599","15.7813713","Myslakowice","Polsko"
"F-3160","50.9563551","14.0755442","Kurort-Rathen","Německo"
"F-3162","50.5542035","16.7978587","Braszowice","Polsko"
"F-3168","49.1834989","18.8633848","Strečno","Slovensko"
"F-3169","49.7932226","18.9505536","Jaworze","Polsko"
"F-3170","47.5822342","20.1743526","Jaszszentandras","Maďarsko"
"F-3172","49.6725494","12.3313989","Waldthurn","Německo"
"F-3174","49.3705773","18.4801481","Obec Makov","Slovensko"
"F-3176","29.5310744","-96.0710696","East Bernard","Spojené státy americké"
"F-3177","49.3705773","18.4801481","Makov","Slovensko"
"F-3179","48.8443817","13.1376652","Správní společenství Lalling","Německo"
"F-3181","48.94416","15.04408","Litschau","Rakousko"
"F-3183","48.3982617","10.5995405","Zusmarshausen","Německo"
"F-3185","50.1200675","8.5233679","Sulzbach am Taunus","Německo"
"F-3187","48.1723102","11.7159097","Aschheim","Německo"
"F-3189","43.635993","5.528175","Meyrargues","Francie"
"F-3191","48.7962816","18.4781934","Nitrianské Rudno","Slovensko"
"F-3193","51.0212945","17.3164789","Jelcz Laskowice","Polsko"
"F-3195","50.625307","6.9477005","Rheinbach","Německo"
"F-3196","49.0177574","13.2379307","Zwiesel","Německo"
"F-3197","48.9897888","13.3010132","Frauenau","Německo"
"F-3198","51.5043518","14.6345926","Weisswasser","Německo"
"F-3200","53.6100865","8.6078866","Langen","Německo"
"F-3202","47.0095","7.56666","Krauchthal","Švýcarsko"
"F-3204","52.9432129","17.2996897","Golancz","Polsko"
"F-3206","48.37695","16.26404","Spillern","Rakousko"
"F-3208","50.3479489","16.7684948","Trzebieszowice","Polsko"
"F-3210","49.2135319","21.2967949","Kobyly","Slovensko"
"F-3211","53.3212027","18.5055028","Stolno","Polsko"
"F-3215","50.2213154","12.3079705","Bad Brambach","Německo"
"F-3216","49.9803022","12.4441067","Neualbenreuth","Německo"
"F-3217","42.918916","10.761376","Follonica","Itálie"
"F-3219","49.7707547","8.6448219","Seeheim-Jugenheim","Německo"
"F-3221","48.6149393","17.0498101","Borský Sv.Jur","Slovensko"
"F-3223","49.5094508","19.1130386","Rajcza","Polsko"
"F-3224","49.3606193","18.8215753","Dunajov","Slovensko"
"F-3226","48.8782514","17.795595","Nová Bošáca","Slovensko"
"F-3229","46.7879","7.53851","Seftigen","Švýcarsko"
"F-3230","48.2434845","15.2844345","Leiben","Rakousko"
"F-3232","49.0214866","19.7939809","Obec Kráľova Lehota","Slovensko"
"F-3234","48.7791596","17.6934767","Stará Turá","Slovensko"
"F-3235","37.8949148","127.2003551","Pocheon","Korea"
"F-3237","40.1573169","-76.3069014","Lititz v Pensylvanii","Spojené státy americké"
"F-3239","48.9301689","17.9428128","sdružení obcí Púchovská dolina","Slovensko"
"F-3241","50.8274316","15.5261478","Szklarska Poreba","Polsko"
"F-3243","48.6442814","16.9033315","Rabensburg","Rakousko"
"F-3245","46.9645999","7.2149999","Gurbrü","Švýcarsko"
"F-3247","49.8122659","18.920588","Jasienica","Polsko"
"F-3248","49.506555","19.4165651","Sihelné","Slovensko"
"F-3249","48.8339976","18.0619307","Mníchova Lehota","Slovensko"
"F-3251","50.0953502","12.2196079","Hohenberg a.d. Eger","Německo"
"F-3253","48.511396","0.354877","le Mele sur Sarthe","Francie"
"F-3256","50.5895197","13.0717244","Mildenau","Německo"
"F-3258","48.7990783","17.4686785","Vrbovce","Slovensko"
"F-3260","50.3119351","12.3747887","Erlbach","Německo"
"F-3262","48.680572","19.9428911","Tisovec","Slovensko"
"F-3263","48.293869","20.4368242","Putnok","Maďarsko"
"F-3264","49.6035628","21.5238126","Nowy Zmigród","Polsko"
"F-3265","49.0903746","19.8190218","Liptovská Kokava","Slovensko"
"F-3268","48.7713751","18.5431016","Kocurany","Slovensko"
"F-3271","48.9403887","19.3225742","Liptovská Lúžna","Slovensko"
"F-3273","49.3991744","11.6451327","Aicha","Německo"
"F-3275","50.496245","16.5287318","Scinawka Dolna","Polsko"
"F-3277","50.8829633","16.9905967","Borów","Polsko"
"F-3279","51.3833896","10.3294019","Beuren, obecní část města Leinefelde - Worbis","Německo"
"F-3281","50.7195979","13.1926299","Reifland - obecní část města Lengefeld","Německo"
"F-3283","50.7108423","13.423483","Sayda","Německo"
"F-3284","44.0056296","12.301574","Sogliano al Rubicone","Itálie"
"F-3286","50.6850152","16.2291523","Sokolowsko","Polsko"
"F-3287","50.7700971","16.2822568","Walbrzych - powiat","Polsko"
"F-3291","50.5437414","17.370801","Pakoslawice","Polsko"
"F-3292","48.6713302","21.3189117","Košice - Krásna","Slovensko"
"F-3293","47.3701837","20.630979","Kuhegyesz","Maďarsko"
"F-3296","49.4425964","18.7338628","Rakova","Slovensko"
"F-3298","49.9875773","10.2480029","Schwebheim","Německo"
"F-3301","50.5578866","12.9519534","Stadt Schlettau","Německo"
"F-3303","49.4810449","18.7920396","Svrčinovec","Slovensko"
"F-3304","49.6065941","19.1154264","Węgierska Górka","Polsko"
"F-3306","49.0509744","18.9548596","Dražkovce","Slovensko"
"F-3308","51.4556749","11.010456","Berga","Německo"
"F-3309","49.7141467","11.9058744","Grafenwohr","Německo"
"F-3310","49.825494","3.285468","Gauchy","Francie"
"F-3312","53.1417565","17.6018342","Naklo nad Notecia","Polsko"
"F-3314","50.41339","16.44742","Szczytna","Polsko"
"F-3316","49.0650416","18.2058909","Mikušovce","Slovensko"
"F-3318","46.71665","7.92819","Niedrried","Švýcarsko"
"F-3320","48.7258186","17.6086614","Jablonka","Slovensko"
"F-3322","49.0852765","11.62266","Breitenbrunn","Německo"
"F-3324","46.9707","7.23845","Wileroltigen","Švýcarsko"
"F-3326","50.6054143","13.4643637","Deutschneudorf","Německo"
"F-3328","46.9420166","7.8770527","Trub","Švýcarsko"
"F-3330","48.75476","16.4997","Wildendurnbach","Rakousko"
"F-3333","45.8162592","8.9959444","Drezzo","Itálie"
"F-3335","51.1457897","14.8846716","Markersdorf","Německo"
"F-3336","51.1449432","16.047285","Krotoszyce","Polsko"
"F-3339","48.76025","17.6303954","Rudník","Slovensko"
"F-3341","53.0166275","-6.3465015","Glendalough","Irsko"
"F-3343","50.9363709","15.7429919","Jezow Sudecki","Polsko"
"F-3344","48.3652069","11.4634293","Vierkirchen","Německo"
"F-3346","49.9168442","18.7639257","Strumień","Polsko"
"F-3348","50.4919804","18.0199044","GOGOLIN  GOGOLIN","Polsko"
"F-3349","49.7150006","19.0235999","SZCZRK","Polsko"
"F-3350","50.2391663","17.4490967","PIETRKOVICE","Polsko"
"F-3352","49.9829811","18.2684612","Gmina Krzyzanowice","Polsko"
"F-3354","48.658969","17.2651868","Šajdíkove Humence","Slovensko"
"F-3356","50.0780951","12.228463","Schirnding","Německo"
"F-3358","49.7993732","11.0121219","Altendorf","Německo"
"F-3360","50.07184","1.749701","Moyenneville","Francie"
"F-3362","48.671386","18.5483034","Kamenec pod Vtáčníkom","Slovensko"
"F-3364","48.1881878","17.2572282","Ivanka pri Dunaji","Slovensko"
"F-3366","51.3704296","16.9606266","Prusice","Polsko"
"F-3368","49.421716","18.6952899","Staškov","Slovensko"
"F-3369","49.2136622","18.8851585","Krasňany","Slovensko"
"F-3371","50.8999681","14.8029971","Zittau","Německo"
"F-3373","48.8521311","19.8525582","Polomka","Slovensko"
"F-3374","49.1681653","20.8271144","Poloma","Slovensko"
"F-3375","48.7115582","20.4747299","Gemerská Polom","Slovensko"
"F-3378","48.9771815","13.1283598","Regen","Německo"
"F-3380","48.9710116","18.6975306","Vrícko","Slovensko"
"F-3382","44.5176763","9.0473203","Montoggio","Itálie"
"F-3384","49.149816","21.3156651","Raslavice","Slovensko"
"F-3386","48.2662613","17.4196551","Blatné","Slovensko"
"F-3387","47.6902","18.8978","Pilisszetkereszt (Mlynky)","Maďarsko"
"F-3390","49.1410022","18.4738874","Považská Bystrica, Považska Teplá","Slovensko"
"F-3392","50.9420982","18.229865","Kuniow","Polsko"
"F-3394","51.0730915","16.0967344","Mecinka","Polsko"
"F-3396","48.8211237","21.6951282","Sačurov","Slovensko"
"F-3397","49.5579944","22.0966714","Pisarowce","Polsko"
"F-3399","49.6417301","12.4962639","Waidhaus","Německo"
"F-3401","48.8172277","18.588608","Kanianka","Slovensko"
"F-3404","51.3606414","15.7642535","Gromadka","Polsko"
"F-3406","48.515546","18.8451812","Repiste","Slovensko"
"F-3408","51.3614279","-0.193961","Sutton Bridge","Velká Británie"
"F-3410","49.935551","11.9733568","Neusorg","Německo"
"F-3412","50.799108","13.1652132","Leubsdorf","Německo"
"F-3414","49.9418362","11.7218379","Weidenberg","Německo"
"F-3415","48.014409","-4.487751","Plouhinec","Francie"
"F-3416","46.4928216","11.1300048","Unsere Liebe Frau im Walde – Sankt Felix","Itálie"
"F-3417","53.0189292","23.1410361","Juchnowiec Koscielny","Polsko"
"F-3418","51.1521139","14.1361724","Rammenau","Německo"
"F-3420","48.6542593","13.4113313","Ruderting","Německo"
"F-3422","49.4425964","18.7338628","Raková","Slovensko"
"F-3424","46.9626414","13.1903639","Lasse","Rakousko"
"F-3426","49.3543745","6.8057285","Saarwellingen","Německo"
"F-3427","46.61921","3.773899","Bourbon Lancy","Francie"
"F-3429","48.08205","14.93179","Euratsfeld","Rakousko"
"F-3430","48.8198315","17.795145","Moravské Lieskové","Slovensko"
"F-3432","48.7046502","18.4478195","Nitrica","Slovensko"
"F-3434","51.0172494","14.7406151","Herrnhut","Německo"
"F-3435","48.2585771","15.5652881","Karlstetten","Rakousko"
"F-3437","48.4068038","14.419768","Albendorf","Rakousko"
"F-3439","50.5766701","17.8714049","Prozskow","Polsko"
"F-3441","48.4657012","17.4938478","Boleráz","Slovensko"
"F-3443","48.7196","16.38721","Laa an der Thaya","Rakousko"
